,tweet_id,text,TRU,DIS,JOY,SAD,ANT,SUR,ANG,FEA,NEUTRAL,conf_tru_dis,conf_joy_sad,conf_ant_sur,conf_ang_fea,num_annot
3736,458623940072841216l,"Rastreamento ações-Gráfico diário-12h. Analise se romper:  IBOV 52344,52 ITUB4 35,77 LIGT3 19,22   MULT3 50,45",0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
3738,451049389352816641l,"Rastreamento ações-Gráfico diário-14h. Analise se romper:  ABEV3 17,02 ODPV3 9,11",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
3739,444470522165096448l,Na mosca!! RT @Live_Trade Olha a refugada da vale5 perto do obj,0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,1.0,3
3740,446263233478152192l,$PETR4 - Pré-sal e pós-sal: Petrobras implanta nova plataforma [Newsletter ADVFN] http://t.co/qV50p1D6IR,1,0,0,0,-2,-2,0,0,-1,1.0,0.667,0.0,1.0,3
3741,445626040573255680l,"Ja PETR3 107M de ações alugadas. 81% acima da media, na maxima de 180d. 
@ferrisss @dfittarelli",0,0,0,0,0,0,0,0,1,1.0,0.667,1.0,1.0,3
3742,444643488555339776l,"PETROBRAS PN   Valor do fech. em 15/03/2010 R$36,78. Valor do fech. em 14/03/2014 R$12,78. Desvalorização de 65,3%. http://t.co/gXzIlRak4Y …",0,0,0,1,0,0,-2,-2,-1,0.667,0.667,0.667,0.0,3
3743,452159279605493760l,"RT @asacchettn3: @ferrisss @dfittarelli vendinha de itub4 nos 35,10 começando a dar frutos, VAI QUE VAI!",1,0,1,0,0,1,0,0,0,1.0,1.0,0.667,1.0,3
3747,442007811573420032l,@Live_Trade olha o que virou a BRFS3....tú é foda hein! :/ kkk,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
3748,459744832060416001l,"@roneymau Petrobras PETR4 - Lula capitalizou em 2010 a R$ 26,30. Últimos 6 meses...Março na bacia das almas! http://t.co/l00d2g2AtO",0,1,0,1,0,1,1,0,0,0.667,1.0,0.667,0.667,3
3749,456872871789228032l,"Rastreamento ações-Gráfico diário-16h. Analise se romper:PETR3 15,83 PETR4 16,49 QGEP3 8,45 RENT3 35,56 SANB11 12,82 TRPL4 25,06 UGPA3 57,59",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
3750,441610825938530304l,"BBDC4 - gatilho no semanal, cancelado",-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,0.667,3
3752,468808060279218176l,"#BOVESPA #EMBR3 Embraer vende 28 cargueiros ao Brasil em negócio de R$ 7,2 bi. http://t.co/U1t7Xj8iOH",1,0,1,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
3755,468826968155516928l,RT @clubedopairico: #PETR4 vai caindo e o volume aumentando ! =),1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
3757,459069748719149056l,@BARACKARRACO @VEJA Olha o fundamento desse lixo http://t.co/BgLmYn5LsL,0,1,0,0,-2,-2,1,0,-1,0.667,0.667,0.0,0.667,3
3759,444428349222690816l,$SUZB5 - Aviso de Webcast: A Suzano Papel e Celulose S.A. anuncia a Webcast de sua Teleconferência sobre os http://t.co/QbsegbSTM7,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,0.667,3
3760,443027244407980033l,"Chega de falar de #PETR4, vamos falar agora da TEKPIX! :D Ok?",-2,-2,-2,-2,-2,-2,-1,-1,-1,0.333,0.333,0.333,0.667,3
3761,446752122672254976l,#vale5 amanha conversamos.....rs,0,0,0,0,0,0,0,0,1,1.0,0.667,1.0,1.0,3
3762,451437181861888000l,"@Live_Trade petr4 fechou abaixo de 16,40 marcos? Ps. Esse vício não ta me deixando curtir o frio de NYC. To pegando fogo kkk",0,1,1,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
3766,460824430013583360l,a ana rita descobriu o meu segredo,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
3769,441032165967814656l,@PaiRico @frfontanella @eddu56 @TiagoBDS Acabei de fazer análise da sua #petr4 . Abraços !,0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,1.0,3
3770,463389907365662721l,$PETR3 - Eike Batista's MMX Mineracao e Metalicos Joins Ibovespa Index http://t.co/hPNlS0X5Jn,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
3771,444552524520259584l,@BrazilFinance o trouxa aqui fechou short ontem em MRVE3.....,0,1,0,1,-2,-2,1,0,-1,0.667,0.667,0.333,0.667,3
3772,472470542378106881l,HAHAHHA !! PETR4 abaixo dos R$ 17 real !! Aprendeu Guru ??,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
3773,460822463249932288l,@stancatiTrader @MWpatterns a unica certeza que a VALE5 cai o resto ta foda mesmo,-2,-2,0,1,0,0,-2,-2,-1,0.333,0.667,0.667,0.333,3
3774,472032216202362880l,$JBSS3 - Jbs (jbss-nm) - Retirada Temporaria Do Lancamento Das Notas Seniores http://t.co/UsqXkOxaWA,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
3775,460800556517556224l,Ativo c/ vol Financeiro Superior à sua MM21-12h: EURFUT GOLL4 RDNI3,-2,-2,-1,-1,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
3776,459675225790353408l,"Notas gerais

As ações da USIMINAS (USIM5) registraram a maior desvalorização do índice IBOVESPA ontem após a... http://t.co/wRPbnKqQBE",0,1,0,1,0,1,0,1,0,1.0,1.0,0.667,0.667,3
3777,449657001979961345l,"RT @friscoalves: @stanleyburburin Se servir pra algo: O BTGPACTUAL comprou dia 20/3 95,1 e dia 21/3 41,8 milhões de reais em ações da PETR4…",0,0,0,0,-2,-2,0,0,-1,0.667,1.0,0.0,1.0,3
3779,457318114326499329l,"@pagina2 Trabalho no mercado e te digo uma coisa. Petr4 pelo ibov acima de 52 mil pontos, deveria custar em torno de 20,00/21,00.",-2,-2,-2,-2,-1,-1,0,0,-1,0.333,0.333,1.0,0.667,3
3780,468832572307677184l,#EMBR3 - Embraer quer ter até 20% do mercado de cargueiros médios - http://t.co/xEeN4en1nU,0,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
3781,454781273819860993l,Comprei um pouco de #ABEV3 acredito que seja uma boa poupanca!,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
3782,446669672440930304l,Ctip3 deixando p tras uma longa congestao! Anual diga se d passagem,-2,-2,0,0,0,0,-2,-2,-1,0.0,0.75,0.5,0.0,4
3784,456038713605120000l,"Presidente da Petrobras fala hoje sobre Pasadena, Vale distribuirá bilhões em proventos: Ain... http://t.co/II9lkXkw1D #infomoney #vale5",-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
3785,447066056914653184l,Era uma vez dois Micos: #OGXP3 e #PETR4 q reclamavam de tratamento desigual! veja o q aconteceu!!! https://t.co/T7Oy3DlyCD,0,1,0,0,-2,-2,1,0,-1,1.0,0.667,0.0,0.667,3
3786,450808612433059840l,"“@SouCalmo: #EuApoioCPIdaPetrobras e q Dilma, Foster, Gabrielli se expliquem pelo ROUBO da Petr4 em Pasadena...”",0,1,0,0,0,0,1,0,0,0.667,0.667,0.667,0.667,3
3788,444086454105690112l,"#VALE5: O preço do minério de ferro subiu hoje pelo terceiro dia consecutivo e apresentou alta de 3,8% no mercado... http://t.co/Xnx57np6d6",1,0,1,0,1,0,0,0,0,1.0,0.667,0.667,0.667,3
3789,460878557749977088l,"Estatais hoje: Banco do Brasil ganhou 0,55% depois de cair o dia todo...Petr3, +3,50%, Petr4, +3,50%. Elet3, +0,52% e Elet6, +0,82%",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
3790,450679434073632768l,"IBOVESPA em alta de 0,92%, mesmo c/ queda da PETR3, de -0,79%, PETR4, -0,12%, GGBR4, -0,41%, USIM5, -1,64%, e OIBR4 de -2,16%",0,0,0,0,0,1,0,0,0,0.667,1.0,1.0,0.667,3
3792,443766012174172160l,Ativo c/ vol Financeiro Superior à sua MM21-12h: DASA3 ECOO11 SHOW3 SMTO3 SSBR3,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
3794,461229131829895168l,#BRAP4 fica EX em JCP e Dividendos hoje.,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
3795,451449436393467904l,"Investidores da Petrobras Petr4 deveriam processar essa Dilma, que estava no Conselho e tambem Gabrieli - no mínimo foram negligentes",0,1,0,1,1,0,1,0,0,1.0,1.0,0.667,0.667,3
3796,452217349341343744l,“@vikki_cruz3: “@tbhCheesy: http://t.co/TkbypjuCLj” @klarivasquez” 😂😂😂😂😊,-2,-2,-1,-1,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
3797,469106190124072960l,"RT @valoramais: #VALE5 VALE5): o preço do minério de ferro avançou 1% de ontem para hoje, sendo negociado no mercado a vista... http://t.co…",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
3801,466826770734252032l,"#OIBR4 A despesa financeira líquida da Oi cresceu 56,9% no primeiro trimestre de 2014, para R$ 1,193 bilhão, ante R$ 760 milhões",-2,-2,-2,-2,0,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
3802,453583231980679168l,"Do mesmo que jeito que nunca presenciamos uma alta tão forte em PETR4, estamos vendo um candle baixista de enorme amplitude, raramente visto",-2,-2,-2,-2,0,1,-2,-2,-1,0.333,0.333,0.667,0.333,3
3805,443075685792632832l,Ativo c/ vol Financeiro Superior à sua MM21-14h: BBRK3 FLRY3 FNAM11 ITUB3 LPSB3 SBSP3 SSBR3 SUZB5 VALE5,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
3806,445694232062222336l,"Macktrader Investimentos : Petrobrás PN (PETR4), Gráfico Semanal. Estudo das ... http://t.co/5bHkUTy8AC",-1,-1,0,0,-2,-2,0,0,-1,0.667,1.0,0.333,0.667,3
3807,469994816160276480l,"PETR4: Acabei de publicar uma análise simples de curto prazo, lá no fórum.

Acesse neste link:... http://t.co/0x57a0hM13",0,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
3808,453643599855374337l,"RT @Angela_dias24: estão todas a dizer q não convidei, mas também nunca disseram q queriamm vir",-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
3809,449203660829245440l,"bvmf3 gatilho cancelado, mais um hehe",0,0,1,0,0,0,0,0,0,0.667,0.667,1.0,1.0,3
3810,450618176342982656l,"Ativa indica 5 papéis para investir nesta semana, confira: No lugar das ações da Gerdau Met (GOAU4) entraram os... http://t.co/sN3ICzZNWz",1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
3811,466288284386476032l,RT @imcharliedrew: as pessoas a quem eu chamo de 'amigos' gostam de me envergonhar,0,1,-2,-2,0,0,-2,-2,-1,0.667,0.333,0.667,0.333,3
3813,459745174269489152l,"@freire_roberto Petrobras PETR4 - Lula capitalizou em 2010 a R$ 26,30. Últimos 6 meses...Março na bacia das almas! http://t.co/l00d2g2AtO",-2,-2,0,1,-2,-2,0,1,-1,0.333,0.667,0.333,0.667,3
3815,471395613876432897l,"Análise - 27.05.14 - IBOV, PETR4, VALE5, GOLL4, CTIP3, RENT3, DTEX3, MULT3 e CPLE6. Assista! http://t.co/zeTsnZyqCv",1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
3816,469524963058135041l,"Vale sobe 2% com 'surpresa positiva' na China, bancos avançam após 'golpe' do STF: Acompanhe... http://t.co/0gHLlACx71 #infomoney #vale5",-2,-2,-2,-2,0,1,0,0,-1,0.333,0.0,0.667,0.667,3
3817,455333461851525120l,"Gatilhos da semana passada, vale5 e jbss3 cancelados e mrve3 acionado! http://t.co/ctieiwyVpf",0,0,0,1,0,1,-2,-2,-1,0.667,0.667,1.0,0.0,3
3821,456429423680815104l,"Ceteris Paribus de #PETR4: 
- Dilma
- Mantega
- Graça",-2,-2,-2,-2,0,0,-1,-1,-1,0.333,0.333,0.667,0.667,3
3822,451410886620901376l,Ativo c/ vol Financeiro Superior à sua MM21-14h: CGAS5 CYRE3 DAYC4 DTEX3 ELET3 FESA4 FLRY3 GGBR3 GRND3 HRTP3 INDFUT ITUB3 LLXL3 MMXM3 MRFG3,1,0,0,0,0,0,0,0,0,0.667,1.0,0.667,1.0,3
3825,444490142821408768l,Ativo c/ vol Financeiro Superior à sua MM21-12h: BBSE3 CSNA3 LIGT3 MRVE3 PINE4,1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
3826,458942897543725057l,$DTEX3 - Duratex (dtex-nm)- Demonstracoes Financeiras De 31/03/2014 (individual) http://t.co/jfOub14OtF,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
3827,469783422538235905l,#BBAS3 Banco da Brasil (mensagem: 956467)  http://t.co/75T8wtmEXw,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
3828,451057491951222785l,"CPLE6 - Saída 

http://t.co/dOfZkAH4AT",0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
3830,446350618240630784l,#PETR4 hoje com um ótimo movimento de alta! Quem aproveitou se deu muito bem hj no #daytrade!,1,0,1,0,-2,-2,0,0,-1,0.667,1.0,0.0,1.0,3
3832,447161893514674176l,"Petr4 teve que comprar o estoque de barris e aceitou a put. A refinaria esta indo bem... Acho que eh mais jornalista que nao entende de m&amp,a",-2,-2,0,0,0,0,0,0,-1,0.0,0.667,0.667,0.667,3
3833,450748661384114176l,@mel_cruz3 @i_am_a_lord @joanarauhl coo sabem?,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
3834,469891440202756096l,"Rastreamento ações-Gráfico diário-14h.Analise se romper: BRPR3 18,15 CIEL3 40,23 HYPE3 18,36 MPLU3 31,49 MRFG3 4,91 SULA11 17,25 TBLE3 34,32",0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
3835,441255389611687936l,RT @picapautrader: O negócio é investir em PUTs de boas empresas!! #VALE5 #PETR4,1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
3837,449198785114415104l,"#petr4 - Agora vou vender, não acredito que feche o dia sem realização e num preço maior do que este. Se perder, vai compensar com o ganho.",1,0,0,0,1,0,0,0,0,0.667,0.667,1.0,0.667,3
3838,453260541835087873l,"RT @Fontes_: #petr4 alta hoje de 6,28%, #Vale5 alta de 1,95% e #bbas3 alta de 5,43% e os pessimistas bem caladinhos como ficam sempre os co…",1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
3839,456774909021011968l,"RT @1avelagay: tou a comer morangos
ah",0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
3840,459817610121871360l,"RT @busquesomriure_: Jo mai podria dir el que pense per el meu conter de tw personal,no podria.",-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
3841,446998180992122881l,$ESTC3 - Estacio Part (estc-nm) - Demonstracoes Financeiras Em Ingles De 31/12/2013 http://t.co/RwaW5tLUPW,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
3842,470280299935723520l,"RT @1avelagay: a melissa é mesmo engraçada 
adora-a",-2,-2,1,0,0,0,0,0,-1,0.0,0.75,1.0,1.0,4
3843,452071717905924096l,RT @joanarauhl: não temos nada para fazer ugh,0,0,0,1,0,0,0,0,0,0.667,0.667,1.0,0.667,3
3844,459421409073434624l,"Meninos, quando o Lambari disser que BBAS3, VALE5, ITUB4, BVMF3 e GGBR4 estão baratas, acreditem, eu manjo delas. PETR4 está SEMPRE cara!",1,0,0,0,0,1,0,0,0,0.667,1.0,0.667,0.667,3
3845,444528933649018880l,"http://t.co/cb5nbXvcw2 Só esperando ela vir ali pelos R$10,00 #PETR3",-2,-2,0,1,1,0,-2,-2,-1,0.0,0.667,0.667,0.0,3
3847,443706821610856448l,"Bom dia! Prepare-se para o pregão desta 4ª. Assista: IBOV, PETR4, VALE5, EMBR3, SMLE3, HYPE3, CRUZ3, PMAM3 e NATU3. http://t.co/SbHM6qlUrO",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
3848,443110761687416832l,"O governo federal, incompetente em conter a inflação de outras maneiras, opta por prejudicar a maior empresa do país. #PETR4 #vergonha",0,1,0,1,0,0,1,0,0,1.0,0.667,1.0,1.0,3
3849,449577815445626880l,#CMIG3 #CMIG4 -  Cemig pede à Aneel reajuste médio de tarifas de quase 30% - http://t.co/0UiJhGaw1e,0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,0.667,3
3850,453598065937895424l,"RT @SoNaquelaa: Há certos elementos da minha familia que me tiram do sério para caraças, que paciência",0,1,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
3851,448463477922095104l,"Agora é uma cagada por dia #PETR4 RT:Após Pasadena, Petrobrás Biocombustíveis será investigada no Rio Grande do Sul http://t.co/JrCPsKCgC6",0,1,0,1,-2,-2,1,0,-1,1.0,0.667,0.0,1.0,3
3852,441606998447357952l,"Vale5  28,40 com fundo em 27,87 e topo 31,25, .Observar onde para de cair.",0,0,0,0,1,0,0,0,0,1.0,1.0,0.667,1.0,3
3855,458623067753701376l,"@garimpodeacoes $RSID3 4Q13 (N) Geração Op de Caixa forte, com desalavancagem financeira. Margens se recuperam YoY. http://t.co/CC8MGagICJ",-2,-2,-1,-1,0,0,-2,-2,-1,0.333,0.667,0.667,0.333,3
3856,444083470961500160l,"#PETR4 fêz Sub Onda 5 de fundo e Onda 3 de fundo na min de 10/03 e  temos como alvos pelo Donchian em 14,00 e 15,10 http://t.co/2TmK8xa6zG",0,0,0,0,-2,-2,0,0,-1,1.0,1.0,0.333,1.0,3
3857,453837943258759168l,@casino @denisebarbosa @GutoAbranches Análise dos fundamentos do Grupo Pão de Açúcar #GPA #CBD #PCAR3 #PCAR4 12/2013 http://t.co/GYFJfNZm5O,1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
3859,444511256058531840l,@Live_Trade que preço comprou usim5?,0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,1.0,3
3862,453195113993224192l,"RT @Fontes_: #petr4 #bbas3 e #vale5 sobem forte hj, ferrando mais uma vez os pessimistas. Esses papeis me fazem rir. Diziam q eram faca cai…",0,1,-2,-2,-2,-2,0,0,-1,0.667,0.0,0.0,0.667,3
3864,441983822398119936l,"E porque ELAS MERECEM... FELIZ DIA DA MULHER  VALE5€ a utilizar na Clínica do @Funchal , @Madeira @LevitatePortugal http://t.co/uCsw2UIFCY",1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
3865,441230709789700096l,"#SBSP3: Apesar das chuvas do feriado, o nível de água dos reservatórios do sistema Cantareira teve nova queda... http://t.co/UJ30hzmCye",0,1,0,1,-2,-2,0,1,-1,0.667,0.667,0.0,0.667,3
3866,444168975417884674l,"RT @Caiokaitus: @Rivanews BRKM5 15min : com formação de pivot de alta, após divergência de alta no estocástico%k(12,3)",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
3867,444567108572418048l,"Morgan e Merril Lynch atacaram bonito tirando PETR4 do exercício 13,00, um dois dois usou hj a Gradual pra ajudar a socar, só pra despistar",-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
3868,471779423042412544l,"Lavando os pratos agora e jaja atualizar as #ondasdeelliot para #petr4 , #vale5 , #OGX e algumas ações que me pediram hj #rapt4 e #aore3 .",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,1.0,1.0,3
3869,450640734966673408l,"Desempenho das ações do Itaú Unibanco na semana passada:na Bovespa - ITUB4:5,99% e ITUB3: 6,58%, na NYSE – ITUB:9,35%,Índice Bovespa:5,04%.",0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
3871,460825419131150337l,"RT @GelatinaBabe: aiai mel cnhçt por dntr e pr fora ,)))))",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
3873,453236781568507904l,Comentário de ontem feito aqui mesmo... hj só a #PETR4 segura esse mercado. Sem ela já teríamos ido - para baixo. http://t.co/0YLAAUfNkV,0,0,-2,-2,0,1,0,1,-1,0.667,0.333,0.667,0.667,3
3874,446467247230685184l,Gigantes? Você disse GIGANTES? http://t.co/0UpITn2UBs não li nenhum.,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
3875,458473152121929728l,status de visita: 7 pessoas viram esse perfil http://t.co/uivLxxo16M,-1,-1,-1,-1,0,0,0,0,-1,0.667,0.667,0.667,0.667,3
3876,443428288237948928l,"Petr4 ta se tentando segurar nos 13,00",0,1,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
3878,449276856936976384l,@Marielos_Cruz3 podes descargar torrents?,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
3879,449318115688865792l,"Popularidade da Dilma em queda, estatais em alta - pulando de alegria aqui com BBAS3 ( cc @mobilon )",1,0,1,0,-2,-2,0,0,-1,1.0,1.0,0.0,1.0,3
3880,441306780032065536l,#ecor3 e #brsr6 papeis que deram um caldinho hj na contra-mão do mercado....,-2,-2,0,0,0,1,0,0,-1,0.0,0.667,1.0,0.667,3
3881,459696526861037568l,"@Live_Trade : o que o robo diz de BVMF3 ?
 http://t.co/oRA4bA8Qye",0,1,0,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
3882,453627803926159360l,"Santander recomenda 4 novas ações para o mês de abril na bolsa, saiba quais: Usiminas, Lojas... http://t.co/mWKucmv9G0 #infomoney #vale5",1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
3888,456121237237141504l,Ativo c/ vol Financeiro Superior à sua MM21-14h: BBPO11 BOVA11 CMIG3 DTEX3 ENBR3 PFRM3 SMLE3 TECN3 TGMA3 VALE5,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
3890,449189332889636864l,"Rastreamento ações-Gráfico diário-11h. Analise se romper: SMLL 1202,35 TBLE3 34,83 Ticker Symbol Max BOVA11 48,15 BVMF3 10,69 ICON 2301,35",0,0,-1,-1,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
3891,463767842274689024l,"#PETR4 RT @PortalOTempo: Produção de petróleo cresce 14,4% e a de gás natural bate recorde
 http://t.co/fK3TH9zYgq",1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
3892,461176284090220545l,"BlackRock encarteirou 5,01% das ações da #bvmf3 em 22/04/2014.",1,0,0,0,0,0,0,0,0,0.667,1.0,0.667,1.0,3
3893,453672654990348288l,ITSA4 – Gráfico – 08-04-2014 http://t.co/Spwc6B8adb,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
3894,453602365762179072l,@imcharliedrew @1avelagay @mel_cruz3 @Angela_dias24 pode ser as 4?,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
3895,445919874486140928l,"KROT3. Linda. Ate sexta NO MINIMO testa os R$ 50,00. Oportunidade. Resultado excelente. Rompeu TH.",1,0,1,0,-2,-2,0,0,-1,1.0,0.667,0.333,0.667,3
3896,464098401219391488l,Gráfico: #PETR4 agora faliuuuu  - http://t.co/OGGNb7eowq,0,1,0,1,0,0,0,0,0,0.667,0.667,0.667,0.667,3
3897,454626132525326336l,"Receita líquida do Pão de Açúcar (PCAR4) sobe 11,9% no 1º trimestre sobre igual período do ano passado e atingiu R$ 14,97 bilhões",0,0,-2,-2,-2,-2,0,0,-1,0.75,0.0,0.0,0.75,4
3898,461491882456276992l,Vixe! VALE5 tá quebrando?,0,1,0,1,0,1,0,1,0,0.667,0.667,1.0,1.0,3
3899,441216450670243841l,"PDGR3 comprar por R$ 1,56 indicado em 27/02/2014 15:46 http://t.co/zJRs3Eeyz9",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
3901,446103018053046272l,@WallFigueiredo Belo resultado da ABEV3 anunciado hoje no seu comentário diário. Parabéns!,1,0,1,0,0,1,0,0,0,1.0,0.667,0.667,1.0,3
3903,443526088208420864l,"CTIP3 encerrou com uma pequena perda (-0,76%). Abriu Estácio (ESTC3) e subiu forte, e BR Malls (BRML3), que... http://t.co/K7mbQ4GTJ8",0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
3905,458688442155937792l,Ativo c/ vol Financeiro Superior à sua MM21-16h:  MAGG3 MPLU3 MULT3 PETR4 PSSA3 USIM5 VLID3,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
3906,443847021875982336l,RT @batatasemnome: Ando mais sensível que o costume.,0,1,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
3907,461204808326995968l,Petr4 pode ser a primeira ação a começar a cair. IMA-crash bem alto e começando a cair. http://t.co/FRFC1OkWiQ,0,1,0,1,1,0,0,1,0,1.0,1.0,1.0,0.667,3
3908,444256516233633793l,"Vale Pn (Vale5), Gráfico Diário. http://t.co/MFk67eiFFx",0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
3909,446724759821099008l,Holding 'acionista' da Vale teve em 2013 seu primeiro prejuízo em 10 anos: Bradespar viu seu... http://t.co/FCzk35TEJZ #infomoney #vale5,-2,-2,0,0,0,0,-2,-2,-1,0.333,0.667,0.667,0.333,3
3911,456107604843167744l,@alvarodias_ tem q ser contundente com essa petista q está ajudando a acabar com a Petr4...,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
3912,449263182201503744l,"Rastreamento açõe-Gráfic diári-16h. Analise se romper:CPFE3 18,01 ENBR3 9,89 EZTC3 27,86 GFSA3 3,33 HYPE3 16,68 ICON 2301,35 INDFUT 49638,79",0,0,0,0,1,0,0,1,0,0.667,1.0,0.667,0.667,3
3913,461169649066184704l,Video - Análise Diária com Predador: Operação de Taxa na série F - Petr4 ! - http://t.co/a8XnFGrywg,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
3914,448572562650320897l,"Petrobrás PN (PETR4), Gráfico Diário. Papel rompeu... http://t.co/B0ieanQCpI",-2,-2,-2,-2,0,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
3915,456451086308900864l,"Rastreamento ações-Gráfico diário-12h. Analise se romper: BRPR3 18,27 CPLE6 31,49 ELET3 7,41 ENBR3 10,23 LIGT3 18,37 MDIA3 93,70 MILS3 29,30",-1,-1,0,0,-1,-1,-1,-1,-1,0.667,0.667,0.667,1.0,3
3916,460269558570696704l,anda a dormir bobooooo,0,0,-2,-2,0,0,0,0,-1,0.667,0.333,0.667,0.667,3
3918,449641621618167808l,"28/03/14 - 17:18: Maiores Altas: RSID3 6,06% R$1,75, BRML3 3,58% R$19,06, ESTC3 3,24% R$22,28, AEDU3 3,18% R$13,59, PDGR3 2,96% R$1,39.",0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
3919,471263037824172032l,Preciso de comer urgentemente,0,0,-2,-2,-1,-1,-2,-2,-1,0.667,0.333,0.667,0.333,3
3921,455817881046233089l,RT @batatasemnome: Não há pior coisa que querer ajudar alguém e não saber como. Deixa-me a sentir tão incompetente.,0,0,0,1,0,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
3923,445033993294323712l,@oQuarterback Tirando o atual campeão Seahawks quais times pela FA vem forte pra temporada?,0,0,0,0,-2,-2,0,0,-1,0.667,1.0,0.0,0.667,3
