,tweet_ids,text_x,TRU,DIS,JOY,SAD,ANT,SUR,ANG,FEA,NEUTRAL,conf_tru_dis,conf_joy_sad,conf_ant_sur,conf_ang_fea,num_annot
1103,460034860225429504l,Logo depois dos papéis PETR4 RT @arrowp: sim RT @UOLNoticias: Homem mais feliz do mundo recomenda o amor como investimento mais seguro,-2,-2,-2,-2,0,1,-2,-2,-1,0.333,0.0,1.0,0.0,3
1104,460225661630947328l,"#PETROBRAS ON PETR3 Preço  R$ 15,12 #Oscilação -1,11% Nº de Negócios 16.661",-1,-1,-2,-2,-2,-2,-1,-1,-1,0.667,0.333,0.333,0.667,3
1105,460752810272116737l,$FIBR3 - Fibria (fibr-nm) - Fato Relevante - Aprovacao De Plano De Opcao De Compra http://t.co/MtFkX9xcjU,-2,-2,0,0,-2,-2,-1,-1,-1,0.333,0.667,0.333,0.667,3
1106,460755872399237120l,"Ações ex-dividendos hoje: ARZZ3, ELPL, EQTL3, GETI, GFSA3, IMCH3, JSLG3, KEPL3, MAGG3 e MILS3. Cotações ajustadas! http://t.co/C7k4DuDID2",-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
1107,460756892646907904l,$RSID3 - Rossi Resid (rsid-nm) - Indicacao De Candidato A Membro De o Conselho De Admin. http://t.co/XAZrrT0xHk,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
1108,460758238779432960l,"RT @daltonvieira: Ações ex-dividendos hoje: ARZZ3, ELPL, EQTL3, GETI, GFSA3, IMCH3, JSLG3, KEPL3, MAGG3 e MILS3. Cotações ajustadas! http:/…",1,0,0,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
1109,460763680020647937l,"Bom dia!! Continuemos de olho em itub4, abev3, goau4 e suzb5 que indicou shooting star. De olho em btow3 tb. Vamoooo!!",1,0,1,0,-2,-2,0,0,-1,1.0,0.667,0.0,1.0,3
1110,460765456425820160l,E hoje no fim da tarde teremos a divulgação de mais uma pesquisa eleitoral da presidência. Será que PETR4 busca mais um fôlego?,0,1,0,0,0,0,-2,-2,-1,0.667,0.667,0.667,0.0,3
1111,460769976811810817l,A última indicação da #MRVE3 resultou em -1.39 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,1,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
1112,460773304958468097l,@Live_Trade mt bom...por eqnnt fiz nd no indice hehe...só vendinha na CSNA3 por enqt,1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
1113,460775523166461953l,#BR #BOVESPA #FIBR3  Fibria Celulose divulga fato relevante sobre plano de outorga de opção de compra de ações. http://t.co/xVMnlhrXwG,0,0,0,0,0,0,0,0,1,0.75,0.75,0.5,1.0,4
1114,460776321837453312l,A última indicação da #BRAP4 resultou em -4.81 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
1115,460782961156030464l,"INTRADAY PETR4: Suportes 15,50 e 15,77 e resistências 16,18 e 16,32 INTRADAY VALE5: Suportes 27,00 e 27,25 e resistências 27,90 e 28,30",1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
1116,460783018320220160l,"Venda coberta PETR4 (últ. fech.): PETRE13 (Tx. 0,00%, prot. 24,14%), PETRE14 (Tx. 0,61%, prot. 18,40%), PETRE44... http://t.co/Up5kxy5Wt7",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
1117,460783757025624064l,$ENBR3 - Energias Br (enbr-nm) - Reapresentacao Da Proposta Da Ago/e http://t.co/gBsA5NtlSy,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
1118,460784899197505536l,"#USIM5 está se segurando bem, zona muito boa de suporte. Se furar 9,07 o movimento pode começar a ganhar força.",1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
1119,460788178345926657l,Resultado corporativo de a #TRACTEBEL ( TBLE3 ) . Confira a nossa visão sobre os dados divulgados por a empresa . http://t.co/wifhNsopqt,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
1120,460790882330234882l,"Goll4 indicou compra pela Mm, já estamos com ganhos de 1,38 hoje. Este ativo merece atenção.",1,0,0,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
1121,460807375470231553l,"GOLL4. 40 zerando posição vendida. Pelo sim pelo não, hora de colocar no bolso.",1,0,0,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
1122,460807478603960320l,GOLL4. 40 zerando posição comprada. Errei ao digitar.,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
1123,460816612405567488l,Dica pra  Mega-Sena: o número do recibo da sua declaração de Imposto de renda tem 6 dígitos joga na Mega Sena #ibov #vale5 #petr4 #sorte,0,0,-1,-1,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
1124,460825538517794816l,$DASA3 - Dasa (dasa-nm)- Deliberacoes Da Ago / Distribuicao De Dividendo http://t.co/9eQGNWhrwd,0,0,-2,-2,-1,-1,-2,-2,-1,0.667,0.333,0.667,0.333,3
1125,460855444723236864l,#suzb5 ta em queda brava. Não sei se é algum problema da empresa ou especulação msm. Ficar de olho para tentar pescar uma virada,0,1,0,0,1,0,0,1,0,0.667,0.667,0.667,0.667,3
1126,460855833405190144l,"#goau4 cruzou média móvel para subir, mas como andou de lado nos últimos dias, vou aguardar para formar posição. Pouco volume de movimento.",0,0,-2,-2,-2,-2,-2,-2,-1,0.667,0.0,0.333,0.0,3
1127,460856396641472512l,"Conforme avaliado, #itub4 estopou e ta andando de lado. Continuaremos de olho. #abev3 ta estranho, se romper suporte, vou vazar.",0,0,0,0,1,0,0,0,0,0.667,0.667,1.0,0.667,3
1128,460856767120154624l,"#cemig4 ta interessante. Recuperou a perda e mm já recomendou entrada. #goll4 perde força e tem suporte a 13,15.",1,0,-2,-2,0,1,0,0,-1,0.667,0.333,0.667,1.0,3
1129,460857889209745410l,"@Live_Trade Marcos, o que você acha de compra na petr4 para posição?",-2,-2,0,0,0,0,0,0,-1,0.0,0.667,0.667,0.667,3
1130,460859617971814400l,"4 dias de baixa em CIEL3, que beleza....",0,1,0,1,1,0,0,1,0,1.0,0.667,0.667,0.667,3
1131,460864625333248000l,CYRE3 preco muito atraente...se nao fosse a LTB do diario...acumulando... uma hora vai andar,1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
1132,460887441570668544l,"BRF, Vale, Gerdau e outras 7 ações recomendadas para esta semana: A Socopa indicou compra de... http://t.co/82c0QTrJnV #infomoney #vale5",1,0,1,0,-2,-2,0,0,-1,1.0,0.667,0.0,1.0,3
1133,460887445442027520l,"As 3 notícias que fizeram a Vale cair mais de 2,5% na Bolsa: Com notícias que vão desde Guin... http://t.co/armt9KOQ2f #infomoney #vale5",0,0,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
1134,460899883462180865l,"Vale5 - Diário ::: Linha de Tendência de baixa, zona de sobre-venda! http://t.co/m5dEkcVXf3",-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
1135,460927671674089472l,@marcosloro @stanleyburburin eu sou e estou comprador da @petrobras principalmente PETR4,1,0,0,0,0,0,0,0,0,0.667,0.667,1.0,1.0,3
1136,460933625907650560l,#GGBR4 apresentando divergência de alta. Aguardando sinais mais claros de reversão para alta. http://t.co/3GLBoEdZbb,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
1137,461038611555958784l,Mudanças na carteira de ações da Lato Sensu. Saída de AEDU3 e BBSE3 (por apresentarem redução no seus valores... http://t.co/1LVOZVEF5e,0,0,-2,-2,1,0,0,0,-1,0.667,0.333,0.667,1.0,3
1138,461121066325512192l,"Ações ex-dividendos hoje: ABRE11, AEDU3, ALSC3, BBRK3, BRAP, CYRE3, DASA3, EMBR3, FLRY3 e SEER3. Cotações ajustadas! http://t.co/C7k4DuDID2",1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
1139,461121982013390848l,Ações ex-juros hoje: BRAP3 e BRAP4. As cotações históricas foram ajustadas. Saiba mais! http://t.co/utSF6DP4ug,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
1140,461124301060849664l,$CYRE3 - Cyrela Realt (cyre) - Deliberacoes Da Ago/e / Distribuicao De Dividendo http://t.co/m7Rt4wHstX,0,0,0,0,0,0,-2,-2,-1,0.667,1.0,0.667,0.0,3
1141,461125555522240512l,(+) Banco Santander (SANB11): Oferta para aquisição de ações. O banco anunciou nesta terça-feira que está... http://t.co/4beWp1clzY,-2,-2,1,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
1142,461128955505168384l,"#suzb5 ainda em queda, mas esboça alta nessa manha. #ibov parece animado com efeito Lula, então parece ser hora de ir as compras",1,0,1,0,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
1143,461129245134426113l,"#goau4 ganhou recomendação de compra de uma corretora e já reflete no preço. #bbas3 disparou ontem, rompeu resistência e Mm: COMPRAR!",1,0,1,0,0,1,0,0,0,1.0,0.667,0.667,0.667,3
1144,461129662991986690l,"Conforme previsto por analistas, #itub4 teve lucro menor. Estou tirando esse papel da minha carteira por não enxergar ganhos expressivos",0,1,0,1,-2,-2,-2,-2,-1,1.0,1.0,0.0,0.0,3
1145,461130593787719680l,"#abev3 também andou recomendação e  sobe forte. Continuo comprado. Vou entrar em #cemig4 por as Mm, de olho numa resistência ~16,65",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
1146,461130981643415553l,#btow3: eita papel FEIO. #goll4 de olho na média móvel,0,1,0,1,1,0,0,0,0,1.0,1.0,0.667,0.667,3
1147,461132325490016256l,"Galera, ótima oportunidade de entrada na VALE5, Vale do Rio Doce. Gráfico formando a famosa figura… http://t.co/9NFGz77jUG",-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,0.667,3
1148,461134125995679744l,A última indicação da #BBAS3 resultou em -0.34 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
1149,461134218333257728l,#BR #IBOV #OIBR4 Oi precifica maior oferta subsequente do BR em quase 4 anos: http://t.co/AaQIj1CYax,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
1150,461135160139083776l,A última indicação da #PETR3 resultou em -4.92 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
1151,461138223201533952l,"RTRS - PARA 33,4%, DILMA TEM RESPONSABILIDADE EM COMPRA PELA PETROBRAS PETR4.SA DE REFINARIA EM PASADENA--CNT/MDA PETR4.SA",0,1,0,1,0,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
1152,461138340071604224l,@clubedopairico Em o caso de PETR4 agora é acompanhar o fechamento de gap e entrar em as opções de venda . A o meu ver ...,1,0,0,0,-2,-2,0,0,-1,0.667,1.0,0.0,0.667,3
1153,461140399864942592l,A última indicação de a #ELET3 resultou em -3.90 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,0,0,0,0,0,-1,0.0,0.667,0.667,1.0,3
1154,461144999334510592l,"MRVE3. Boa venda agora a 7,14. Dinheiro fácil.",1,0,0,0,-2,-2,0,0,-1,1.0,0.667,0.0,1.0,3
1155,461152552814669824l,@vellozors @ferrisss Dilma não se reelege. A Bolsa já está precificando isso. Olha PETR4 e BBAS3. A única chance do PT é o volta Lula.,-2,-2,0,0,1,0,0,1,-1,0.0,0.667,1.0,0.667,3
1156,461163061085491200l,cruz3 de olho na cp  se romper este de 15,-2,-2,0,0,1,0,0,0,-1,0.333,0.667,0.667,0.667,3
1157,461163872431665152l,RT @lambari_trader: @vellozors @ferrisss Dilma não se reelege. A Bolsa já está precificando isso. Olha PETR4 e BBAS3. A única chance do PT …,-2,-2,-2,-2,1,0,0,0,-1,0.333,0.333,0.667,0.667,3
1158,461169048118915072l,A última indicação da #USIM5 resultou em 0.44 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,-2,-2,0,1,0,0,-1,0.0,0.0,0.667,1.0,3
1159,461170470998802432l,Estudos Trava de Baixa para PETR4 e VALE5! - http://t.co/e3QoC20481,1,0,1,0,-1,-1,0,0,-1,0.667,0.667,0.667,0.667,3
1160,461172618931232768l,A última indicação da #MRFG3 resultou em 2.12 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
1161,461178854116429824l,"O mercado acionário brasileiro é desanimador, um número pífio de investidores cada vez menos empresas listadas, hoje SANB11 entra pra lista.",0,1,0,1,-2,-2,0,0,-1,1.0,0.667,0.0,0.667,3
1162,461179533669187584l,"@Live_Trade Marcos, qual o objetivo daytrade de OIBR4? Abs",0,0,0,0,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
1163,461203818915434496l,Vale divulgará resultado de o 1º tri nesta 4ª de manhã: o que esperar de o balanço?: Números dev... http://t.co/AGZbs3wnsj #infomoney #vale5,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
1164,461205481458237441l,"Tomado em OIBR4, ao que parece será uma operação estilo ELPL4 na venda descoberta, já sei o resultado: perderei o sono por uns dias.",0,1,-2,-2,1,0,0,0,-1,0.667,0.333,0.667,0.667,3
1165,461215931415670785l,A última indicação da #PDGR3 resultou em 13.24 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,3
1166,461251700347518977l,"INTRADAY PETR4: Suportes 15,51 e 16,03 e resistências 16,82 e 17,09 INTRADAY VALE5: Suportes 26,29 e 26,52 e resistências 27,01 e 27,27",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
1167,461256779192881152l,"[18h32] Maiores Baixas: OIBR4 -10,97% | CRUZ3 -3,97% | CCRO3 -1,47 | BISA3 -1,38% | SUZB5 -1,37%.",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
1168,461258410596368384l,"3 carteiras diferentes para investir Bolsa, segundo a Concórdia: Nenhuma das carteiras sofre... http://t.co/D5Uo3w5vQ4 #infomoney #vale5",0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
1169,461467831213629440l,"Leilão de energia, fala de presidente da Petrobras, Vale e mais 5 movimentam radar: Graça Fo... http://t.co/6nFS1FZVJK #infomoney #vale5",0,0,0,0,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
1170,461469597271867392l,$AEDU3 - Anhanguera (aedu-nm) - Relatorio Do Agente Fiduciario http://t.co/ZJfgkx7xEZ,0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
1171,461471315422367744l,$RENT3 - Localiza (rent-nm) - Deliberacoes De Ago/e http://t.co/koG0j3sK7K,-1,-1,-1,-1,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
1172,461472300324626433l,$RENT3 - Localiza (rent-nm)- Aquisicao De Quotas E Incorporacao De Subsidiarias http://t.co/nA90jlYptH,0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,1.0,3
1173,461484549030297600l,"Hoje tem leilão emergencial de energia, que depende largamente de ELET6. Boa oportunidade para fechar contratos estáveis e de margem maior.",-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,0.667,3
1174,461489131474792449l,"Vale lucra R$ 5,9 bi no primeiro trimestre, queda de 4,7% em relação a 2013:   A mineradora Vale (VALE3, VALE... http://t.co/eEDSbfNDX1",-2,-2,0,0,0,0,0,0,-1,0.333,0.667,0.667,1.0,3
1175,461489900689559553l,"Ações ex-dividendos hoje: CESP, CPFE3, ECOR3, ENBR3, GRND3, ODPV3, SSBR3, POSI3 e TGMA3. As cotações foram ajustadas! http://t.co/C7k4DuDID2",1,0,1,0,0,1,0,0,0,1.0,1.0,0.667,1.0,3
1176,461495723847319552l,"@clubedopairico Zé, qual seria a confirmação de que os shootings stars estão indicando uma reversão de tendência pra PETR4??",-2,-2,0,0,0,1,0,1,-1,0.0,1.0,0.667,0.667,3
1177,461500238885560320l,A última indicação da #USIM5 resultou em -2.62 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,1,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
1178,461502968475299840l,"TEMPO REAL : Ambev afunda 5 % com nova taxação , Vale cai e Renner sobe após balanço : Ações de a ... http://t.co/trsecneXgU #infomoney #vale5",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
1179,461504851550420992l,"@Marceloinacios só vou torcer pra não tirar essa posição da PETR4, hehehe ,)",1,0,1,0,-2,-2,0,1,-1,0.667,0.667,0.0,0.667,3
1180,461505194225057793l,#ITUB4 chamando venda!!!  passou aqui piscando pra mim!,1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
1181,461505776595783680l,"@Andresmoraes nossa querida e amada #PETR4 na briga pela confirmação do rompimento dos R$16,60 hein ? Essa promete ser das boas. =)",1,0,-2,-2,1,0,0,0,-1,0.667,0.333,0.667,0.667,3
1182,461507335035555840l,$RENT3 - Localiza (rent-nm) - Relatorios Do Agente Fiduciario http://t.co/qRrDpxFNLS,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
1183,461510589626728448l,"RT @clubedopairico: @Andresmoraes nossa querida e amada #PETR4 na briga pela confirmação do rompimento dos R$16,60 hein ? Essa promete ser …",-2,-2,0,0,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
1184,461510858632626176l,@clubedopairico: @Andresmoraes nossa querida e amada #PETR4 na briga pela confirmação do rompimento. Mercado amarrado.,0,1,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
1185,461510898428182528l,acompanhar a #OIBR4 proporciona um mix de alegria e vertigem,0,0,1,0,-2,-2,0,0,-1,0.667,1.0,0.0,1.0,3
1186,461511599946465280l,A última indicação de a #MRVE3 resultou em -0.84 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
1187,461512197651574785l,"Velho,se Petr4 sobreviver a essa eleição nada +vai destruí-la!é mta putaria estão literalmente 'estuprando' a credibilidade @clubedopairico",0,1,-2,-2,-1,-1,-1,-1,-1,0.667,0.333,1.0,0.667,3
1188,461524178286706689l,"#vale5 lucra 5,91bi no trimestre, a estimativa de mercado pela agência Bloomberg era de um lucro líquido  de R$ 6,23 bilhões no período.",0,1,0,1,0,1,1,0,0,1.0,0.667,0.667,0.667,3
1189,461531622194806785l,O crédito de os #proventos de a #vale5 entrou hj. Como a ação está em queda será uma boa aumentar a custódia com esse dinheiro novo.,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
1190,461536397468639232l,Diz bom de comprar $ABEV3. Caindo 5% com notícia de taxação. Eu vou nessa.,-2,-2,0,0,1,0,0,0,-1,0.0,1.0,0.667,1.0,3
1191,461537732096176128l,A última indicação de a #MRFG3 resultou em -2.35 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
1192,461538650585829376l,“@buiux: Diz bom de comprar $ABEV3. Caindo 5% com notícia de taxação. Eu vou nessa.” Deu sinal gráfico ou só tais no fundamento.,1,0,-2,-2,1,0,0,0,-1,0.667,0.333,0.667,1.0,3
1193,461539857152888832l,A última indicação da #ITUB4 resultou em 6.66 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
1194,461548302069424128l,$BRML3 - Br Malls Par (brml-nm) / Concepa (cncp) - Relatorios Do Agente Fiduciario http://t.co/a3cZlkKck2,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
1195,461550573804744706l,"INTRADAY PETR4: Suportes 16,18 e 16,43 e resistências 17,02 e 17,36 INTRADAY VALE5: Suportes 26,39 e 26,56 e resistências 26,99 e 27,25",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
1196,461553439965974528l,"ECOR ECORODOVIAS dividendos ||aprov 29/4/2014||dataex 30/4/2014||pagto 15/5/2014||ECOR3 R$0,873067589 http://t.co/UP9I8XRFL9",-2,-2,0,0,-2,-2,0,0,-1,0.0,0.667,0.333,0.667,3
1197,461555333207707648l,"RT @dividendo_br: ECOR ECORODOVIAS dividendos ||aprov 29/4/2014||dataex 30/4/2014||pagto 15/5/2014||ECOR3 R$0,873067589 http://t.co/UP9I8XR…",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
1198,461567190861643776l,A última indicação da #BBAS3 resultou em -1.22 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
1199,461570024332095488l,A última indicação da #ELET3 resultou em -4.15 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
1200,461596119689342976l,"o leilão de #PETR4 tá bem agradável pro vendido ... (R$18,90 no momento, mas tava em R$33,00 até agora há pouco ... o.O)",-1,-1,-2,-2,0,1,0,0,-1,0.667,0.333,0.667,0.667,3
1201,461596679620542464l,#PETR4 leilão maluquinho!!!,0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,1.0,3
1202,461600763786326016l,"30/04/14-17:20: Maiores Baixas: AMBV3 -5,36% R$16,24, CRUZ3 -3,04% R$20,38, DASA3 -3,00% R$13,55, USIM5 -2,99% R$8,75, BBDC3 -2,53% R$34,17.",0,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,1.0,3
1203,461696075838271488l,"Quando FHC entregou o mandato, a ação PETR4 valia por volta de R$ 5,xx, ajustando-se o valor. Hoje vale por vol... http://t.co/lx9zNxWokq",0,1,0,0,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
1204,462197122784563200l,$ELET3 - Eletrobras (elet-n1) - Distribuicao De Juros Sobre O Capital Proprio http://t.co/tLHgq4UcIa,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
1205,462198318102482945l,$ELET3 - Eletrobras (elet-n1) - Leilao De Energia http://t.co/8kHVf6iVwI,0,0,0,0,-2,-2,0,0,-1,1.0,1.0,0.333,1.0,3
1206,462216738592276480l,A última indicação da #ELET6 resultou em 22.28 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,-2,-2,-1,-1,-2,-2,-1,0.333,0.333,0.667,0.333,3
1207,462226872299180032l,"@BancodoBrasil    Preciso cancelar ordens de compra de ABEV3 e BRIN3 no home broker, e por inoperância do serviço não consigo. O que faço?",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
1208,462227745637138432l,"MRVE MRV dividendos ||aprov 30/4/2014||dataex 16/5/2014||pagto 16/6/2014||MRVE3 R$0,301514331 http://t.co/YEuPBCReqe",-1,-1,-2,-2,-2,-2,-1,-1,-1,0.5,0.5,0.25,0.5,4
1209,462280740047454209l,A última indicação de a #ELPL4 resultou em 2.24 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,1,0,-2,-2,1,0,0,0,-1,0.667,0.333,0.667,0.667,3
1210,462283202368135168l,A última indicação da #BBAS3 resultou em -2.17 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,1,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
1211,462288940155019264l,"Ninguém dá nada por o dia de hoje, mas estou de olho em a #PETRE18. Mais de 100% de alta! #petr4",-2,-2,1,0,-2,-2,0,0,-1,0.0,1.0,0.333,0.667,3
1212,462312886463787008l,De manhã recebi este gráfico diário da #PETR4 com as projeções do finado #Fibonacci . http://t.co/ev8FmON0yB,0,0,-2,-2,0,0,0,0,-1,0.667,0.0,0.667,1.0,3
1213,462314687338917888l,só eu que tô curioso pra ver o comportamento (e o volume) de PETR4 e VALE5 no leilão de fechamento de hoje ? =),1,0,1,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
1214,462318214954119168l,"4 horas depois a #PETR4 envia uma errata ao mercado modificando a produção de 0,2% para 2,4%. Estava subindo antes por que?? Só no Brasil...",0,1,0,1,0,1,-2,-2,-1,1.0,0.667,1.0,0.0,3
1215,462318215440642049l,"pô, de novo leilão da #PETR4 começando nos R$33,00 ?!!?!?",0,1,0,0,0,1,1,0,0,0.667,0.667,0.667,0.667,3
1216,462319584553758723l,#bovespa #oibr4 Meu Senhor Todo-Poderoso que leilão é esse?? ô.Ô,0,0,0,0,0,1,0,0,0,0.667,0.667,1.0,0.667,3
1217,462323742912557057l,OIBR4 vai explodir em o leilão.,0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
1218,462327183563042816l,$RENT3 - Localiza (rent-nm) - Relatorio Do Agente Fiduciario   Reapresentacao http://t.co/Gk0aK3dHbG,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
1219,462328786717904896l,BELISCADA (compra) - PETR4 http://t.co/BJGz6cISsI via @OInvestmania,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
1220,462331459194601472l,$RENT3 - Localiza (rent-nm)- Material A Disposicao (politica De Divulgacao E Negociacao) http://t.co/hIu0WyzXA6,-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,0.667,3
1221,463292117713190915l,A @DilmaBR mentiu =&gt; A @Petrobras barra apuração de contratos bilionários no TCU http://t.co/8kzU8R0TBn  #Petr3 #Petr4,-2,-2,-2,-2,0,1,-2,-2,-1,0.333,0.333,0.667,0.333,3
1222,463292384504455168l,RT @PAPAntiPetralha: A @DilmaBR mentiu =&gt; A @Petrobras barra apuração de contratos bilionários no TCU http://t.co/sjeuDUpLay  #Petr3 #Petr4,0,1,0,1,0,0,1,0,0,0.667,0.667,0.667,0.667,3
1223,463296237513740288l,Ação ex-juros hoje: BBDC3 e BBDC4. As cotações históricas foram ajustadas. Saiba mais! http://t.co/utSF6DP4ug,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
1224,463296486709948416l,Ações ex-bonificação hoje: ITSA3 e ITSA4. As cotações históricas foram ajustadas. Saiba mais! http://t.co/RR6Wuao1Kv,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
1225,463297321254809600l,$PETR3 - Petrobras (petr)-encer.das Inscricoes Do Plano De Incentivo Deslig. Voluntario http://t.co/pmJ0jol3wY,0,1,0,1,0,0,0,1,0,1.0,1.0,0.667,0.667,3
1226,463325144518524929l,A última indicação de a #RSID3 resultou em -8.43 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,1,0,1,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
1227,463375453735374849l,Oibr4 a caminho de nova máxima,1,0,0,0,1,0,0,0,0,1.0,0.667,1.0,1.0,3
1228,463379811554320384l,"@SakaBrasil2 #PETR4 comparada em 14/03/11 R$ 29,31 - Cotada agora a R$ 17,48 - 8.298 funcionários na lista do PDV não faziam falta antes?",0,1,0,1,0,0,-2,-2,-1,0.667,0.667,0.667,0.0,3
