,ids,tweets,TRU,DIS,JOY,SAD,ANT,SUR,ANG,FEA,NEUTRAL,conf_tru_dis,conf_joy_sad,conf_ant_sur,conf_ang_fea,num_annot
3194,459744836766416897l,será que a csna3 vai lançar o terceiro programa de recompra?,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,0.667,3
3195,459745055658745856l,"@Folhaovento Petrobras PETR4 - Lula capitalizou em 2010 a R$ 26,30 . Últimos 6 meses ... Março em a bacia de as almas ! http://t.co/l00d2g2AtO",0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,0.667,3
3196,459745151603474432l,"Rastreamento ações-Gráfico diário-14h. Analise se romper: GFSA3 3,63 ODPV3 9,18 RADL3 18,79 TUPY3 18,05 WEGE3 26,22",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
3197,459745174269489152l,"@freire_roberto Petrobras PETR4 - Lula capitalizou em 2010 a R$ 26,30. Últimos 6 meses...Março na bacia das almas! http://t.co/l00d2g2AtO",-2,-2,0,1,-2,-2,0,1,-1,0.333,0.667,0.333,0.667,3
3198,459745247795642369l,"@alvarodias_ Petrobras PETR4 - Lula capitalizou em 2010 a R$ 26,30. Últimos 6 meses...Março na bacia das almas! http://t.co/l00d2g2AtO",0,1,0,1,0,0,1,0,0,1.0,1.0,0.667,0.667,3
3199,459745662528413696l,"RT @tovaga: @freire_roberto Petrobras PETR4 - Lula capitalizou em 2010 a R$ 26,30. Últimos 6 meses...Março na bacia das almas! http://t.co/…",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
3200,459745710402195456l,"RT @tovaga: @teresinhalopes Petrobras PETR4 - Lula capitalizou em 2010 a R$ 26,30. Últimos 6 meses...Março na bacia das almas! http://t.co/…",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
3201,459745776395378688l,"@Fontes_  Petrobras PETR4 - Lula capitalizou em 2010 a R$ 26,30. Últimos 6 meses...Março na bacia das almas! http://t.co/l00d2g2AtO",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
3202,459748556656893952l,Gráfico do Itub4 e IMA-crash. http://t.co/ELh8zmqeMa,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0.667,0.667,0.667,3
3203,459749878290460673l,"@blacklabelbr a partida será ainda melhor se a minha querida e idolatrada #PETR4 fechar mais perto dos R$15,70, hehehe =)",1,0,1,0,0,1,0,0,0,1.0,1.0,0.667,0.667,3
3204,459751315653267456l,"@tovaga @Ary_AntiPT @Folhaovento Se ainda estivesse na Bolsa compraria hoje Petr4 e Petr3 e venderia, após a divulgação Pesquisa dia 28 rs!",-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
3205,459753313006010369l,"RT @tovaga: @SakaBrasil2  Petrobras PETR4 capitalizada em 2010 por Lula a R$ 26,30. Últimos 6 meses...Março na bacia das almas! http://t.co…",0,1,0,1,0,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
3206,459753779165134848l,A última indicação da #ELPL4 resultou em 7.53 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
3207,459762929609756672l,"@gugabianco Até onde sei, 1) não temos cap. instalada para refino, 2) Acordos comerciais, Petr4 precisa exp pra gerar receita em dólar",-2,-2,0,1,0,0,-2,-2,-1,0.333,0.667,0.667,0.333,3
3208,459764356633595905l,A última indicação da #ELET3 resultou em 7.00 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,-2,-2,0,0,0,0,-1,0.0,0.0,0.5,1.0,4
3209,459768255570509824l,"gosta de derivativos, jovem? olha essa opção de compra de PETR3 com vencimento em agosto",1,0,0,0,1,0,0,0,0,0.667,1.0,0.667,0.667,3
3210,459770348222029824l,e a #cruz3 demorou mas andando,-2,-2,0,0,0,0,0,0,-1,0.0,1.0,0.667,0.667,3
3211,459773601588473856l,"Rastreamento ações-Gráfico diário-16h. Analise se romper: GFSA3 3,63 ODPV3 9,18 RADL3 18,79 TGMA3 19,11TUPY3 18,05 WEGE3 26,22",0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
3212,459773699185729536l,Ativo c/ vol Financeiro Superior à sua MM21-16h: MYPK3 RSID3 SUZB5 TCSA3 TUPY3 WEGE3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
3213,459774133396852736l,"Rastreamento ações-Gráfico SEMANAL-16h. Analise se romper: ELET6 12,39 GOLL4 13,26 SMLE3 43,23",0,0,0,0,1,0,0,0,0,0.667,1.0,1.0,0.667,3
3214,459779134714294272l,$ESTC3 - Estacio Part (estc-nm) - Alteracao Do Calendario De Eventos Corporativos http://t.co/U1QWmMSuRg,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
3215,459780545736888321l,"RT @tovaga: @roneymau Petrobras PETR4 - Lula capitalizou em 2010 a R$ 26,30. Últimos 6 meses...Março na bacia das almas! http://t.co/l00d2g…",0,1,0,1,0,1,-2,-2,-1,0.667,0.667,0.667,0.0,3
3216,459784600454447104l,"RT @Andraus_adv: @tovaga @Ary_AntiPT @Folhaovento Se ainda estivesse na Bolsa compraria hoje Petr4 e Petr3 e venderia, após a divulgação Pe…",1,0,0,0,0,0,0,0,0,0.667,1.0,0.667,1.0,3
3217,459788393640366082l,"25/04/14 - 17:18: Maiores Altas: ALLL3 4,73% R$8,84, TIMP3 4,05% R$11,56, KROT3 2,97% R$46,75, GFSA3 1,39% R$3,63, NATU3 1,23% R$ 38,51.",-2,-2,0,0,0,1,-2,-2,-1,0.333,0.667,0.667,0.333,3
3218,459788550645760000l,"25/04/14 - 17:19: Maiores Baixas: RSID3 -5,32% R$ 1,60, OIBR4 -4,16% R$2,53, ENGI3 -3,79% R$10,39, PDGR3 -3,59% R$1,34, ELET3 -3,17% R$7,63.",-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,3
3219,459788802853466112l,"Suzb5 apresentou uma estrela cadente inversa no candle e entrei, msm contra a MM. Por enquanto 2,4% no after.",-2,-2,-2,-2,0,0,0,0,-1,0.0,0.0,0.667,0.667,3
3220,459789144857010177l,"Goau4 recuperou as perdas e indica entrada pelas MM. Volume de compra está aumentando, porém acho que vou diminuir a exposição.",0,0,0,0,1,0,0,1,0,0.667,0.667,1.0,0.667,3
3221,459790105390374913l,"Arrisquei em abev3 por causa de uma shooting star meio falsa. Pelo menos as Mm estão quase revertendo para subida, mas foi arriscado.",1,0,0,0,0,1,0,1,0,0.667,0.667,1.0,0.667,3
3222,459794162565410816l,"Elétricas lideram perdas e 16 ações caem mais de 2%, HRT despenca 10%: Com noticiário agitad... http://t.co/sMpdKChR4B #infomoney #vale5",0,1,0,1,0,1,-2,-2,-1,1.0,1.0,1.0,0.0,4
3223,459798284622913536l,$GFSA3 - Gafisa (gfsa-nm) - Alteracao Do Valor Do Dividendo http://t.co/v2rfyvQTCV,0,0,0,0,0,0,0,0,1,0.75,0.75,0.75,0.75,4
3224,459801272137560064l,Começou AGORA o Videochat sobre os Resultados do Bradesco no 1T14. Acesse http://t.co/FHE37z52Q2 e faça suas perguntas! #BBDC4,1,0,-2,-2,-2,-2,0,0,-1,0.667,0.0,0.0,0.667,3
3225,459816181646766081l,Itub4 rompendo resistência. http://t.co/0Dfzgn0PtV,-1,-1,0,0,-2,-2,-1,-1,-1,0.667,0.667,0.333,0.667,3
3226,459818537717334016l,PETROBRAS CHILE - Tribunal ordena a auditoria ambiental SMA para fazer instalações da Petrobras em Iquique http://t.co/i5QTbgneoW,1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
3227,459822025440497664l,"A LIGHT S.A. fechou o dia de hoje ao preço de R$ 17,20 (-2,99%) com volume de R$ 23,21 mm. $LIGT3",0,0,0,1,0,0,0,0,0,0.667,0.667,1.0,1.0,3
3228,459835328510324736l,"Resultado de Vale, Itaú e mais 14 empresas agitam a próxima semana: Entre as companhias do I... http://t.co/rIdPsIJbvB #infomoney #vale5",-2,-2,-2,-2,1,0,0,0,-1,0.0,0.0,0.667,0.667,3
3229,459843145094950912l,"25/04 O Ibovespa fechou em queda de -0,81%, a os 51.399pontos. Destaques: AEDU3 -3,72%, MFRG3 -2,88% e HGTX -2,74%.",-2,-2,0,0,-2,-2,0,0,-1,0.0,0.667,0.0,1.0,3
3230,459847506185420800l,"RT @tovaga: @marthaeferreira Petrobras PETR4 - Lula capitalizou em 2010 a R$ 26,30. Últimos 6 meses...Março na bacia das almas! http://t.co…",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
3231,459904225255124992l,RT @PAPAntiPetralha: PETROBRAS CHILE - Tribunal ordena a auditoria ambiental SMA para fazer instalações da Petrobras em Iquique http://t.co…,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
3232,459919924212006912l,"#vale5 Dia 30 depois do pregão sai o balanço, até lá  teremos muito lenga lenga.",-2,-2,-2,-2,1,0,-1,-1,-1,0.333,0.333,0.667,0.667,3
3233,459939093116637184l,"@hudsonpf  #usim5 pode dar um caldo com stop curto, espia ai... http://t.co/tRZZ3Rtu9E",1,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
3234,460023889125703680l,PER-FEI-TO. Como eu queria que esse tal de “Nelsinho” se pronunciasse. HAHAHA #PETROBRAS #PETR4 #FORAPT http://t.co/vA93raZUfv,-2,-2,1,0,0,0,1,0,-1,0.0,0.667,0.667,0.667,3
3235,460034860225429504l,Logo depois dos papéis PETR4 RT @arrowp: sim RT @UOLNoticias: Homem mais feliz do mundo recomenda o amor como investimento mais seguro,-2,-2,-2,-2,0,1,-2,-2,-1,0.333,0.0,1.0,0.0,3
3236,460058959152685056l,República da Guiné revoga concessão da Vale no país http://t.co/88tnZa1Vog #VALE5 #Mercados,0,0,0,0,1,0,0,0,0,1.0,0.667,0.667,1.0,3
3237,460127501138681856l,"Haverá uma luz em o final de este túnel ? #ELPL4 , gráfico mensal em http://t.co/K9qcsmouvf http://t.co/JgEMVMKYsS",0,1,-2,-2,0,0,0,1,-1,0.667,0.333,0.667,0.667,3
3238,460176624865275904l,"Análise semanal - IBOV, PETR4, VALE5, TIMP3, LPSB3, MULT3, GRND3, LIGT3 e ABCB4. Assista! http://t.co/SUW34F233Z",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
3239,460225661630947328l,"#PETROBRAS ON PETR3 Preço  R$ 15,12 #Oscilação -1,11% Nº de Negócios 16.661",-1,-1,-2,-2,-2,-2,-1,-1,-1,0.667,0.333,0.333,0.667,3
3240,460539120084078592l,"Prepare-se para o próximo pregão! Análise: IBOV, PETR4, VALE5, TIMP3, LPSB3, MULT3, GRND3, LIGT3 e ABCB4. Assista! http://t.co/OVfdQj4UPe",1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
3241,460591592995553280l,"@Ary_AntiPT mesmo pq pegando os gatunos de a Petr4 e MS, o Lula vem de brinde..",0,1,0,0,1,0,1,0,0,0.667,0.667,0.667,1.0,3
3242,460625511774167040l,"@Pardaldecastro  se eu sou acionista da Petr3, é você que roubando os meus dividendos para andar com gasolina barata e criticar a b. família",-2,-2,0,0,0,0,1,0,-1,0.333,0.667,0.667,0.667,3
3243,460708193400659968l,#PETR4 - diario e 15 min (mensagem: 954842)  http://t.co/4sLYEWqQuL,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
3244,460752061437456385l,"Petrobras e ANP vão à arbitragem, Guiné revoga concessão da Vale e mais 7 no radar: Também e... http://t.co/Es9vhUmmJZ #infomoney #vale5",0,0,0,0,0,0,-2,-2,-1,0.667,1.0,0.667,0.0,3
3245,460752810272116737l,$FIBR3 - Fibria (fibr-nm) - Fato Relevante - Aprovacao De Plano De Opcao De Compra http://t.co/MtFkX9xcjU,-2,-2,0,0,-2,-2,-1,-1,-1,0.333,0.667,0.333,0.667,3
3246,460755872399237120l,"Ações ex-dividendos hoje: ARZZ3, ELPL, EQTL3, GETI, GFSA3, IMCH3, JSLG3, KEPL3, MAGG3 e MILS3. Cotações ajustadas! http://t.co/C7k4DuDID2",-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
3247,460756111684280320l,$SBSP3 - SABESP arquiva formulário 20-F na SEC http://t.co/sf1b14gAcm,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
3248,460756892646907904l,$RSID3 - Rossi Resid (rsid-nm) - Indicacao De Candidato A Membro De o Conselho De Admin. http://t.co/XAZrrT0xHk,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
3249,460758238779432960l,"RT @daltonvieira: Ações ex-dividendos hoje: ARZZ3, ELPL, EQTL3, GETI, GFSA3, IMCH3, JSLG3, KEPL3, MAGG3 e MILS3. Cotações ajustadas! http:/…",1,0,0,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
3250,460761481274216449l,"$BRML3 - Br Malls Par (brml-nm) - Debentures Da 4a Emissao, Serie Unica, Ex-juros http://t.co/gRNZmdklRK",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
3251,460763654410223616l,Essa semana temos ainda o resultado do primeiro trimestre de 2014 em VALE5.,-2,-2,-2,-2,1,0,0,0,-1,0.0,0.0,0.667,0.667,3
3252,460763680020647937l,"Bom dia!! Continuemos de olho em itub4, abev3, goau4 e suzb5 que indicou shooting star. De olho em btow3 tb. Vamoooo!!",1,0,1,0,-2,-2,0,0,-1,1.0,0.667,0.0,1.0,3
3253,460765456425820160l,E hoje no fim da tarde teremos a divulgação de mais uma pesquisa eleitoral da presidência. Será que PETR4 busca mais um fôlego?,0,1,0,0,0,0,-2,-2,-1,0.667,0.667,0.667,0.0,3
3254,460766289255202816l,"Desempenho das ações da TIM na semana passada: TIMP3 (Bovespa): +3,58%, TSU (NYSE): +3,37%, IBOV: -1,37%.",0,0,-2,-2,0,0,0,0,-1,0.667,0.333,1.0,1.0,3
3255,460769976811810817l,A última indicação da #MRVE3 resultou em -1.39 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,1,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
3256,460773304958468097l,@Live_Trade mt bom...por eqnnt fiz nd no indice hehe...só vendinha na CSNA3 por enqt,1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
3257,460773462240669696l,"Desempenho das ações do Itaú Unibanco na semana passada:na Bovespa - ITUB4:2,93% e ITUB3: 4,84%,na NYSE – ITUB:3,47%, Índice Bovespa:-1,11%.",0,0,0,0,0,0,0,0,1,1.0,0.667,0.667,1.0,3
3258,460775523166461953l,#BR #BOVESPA #FIBR3  Fibria Celulose divulga fato relevante sobre plano de outorga de opção de compra de ações. http://t.co/xVMnlhrXwG,0,0,0,0,0,0,0,0,1,0.75,0.75,0.5,1.0,4
3259,460775838628458496l,"HGTX3 bateu em o objetivo de o Anderson agora, quer ver e saber quais as operações de o Anderson, entre em contato: centraltrader@hotmail.com",1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
3260,460775981931036672l,#vale5 não tinha ganho na Justiça ?  kkkkkkk Como sempre digo  o mercado é contra-intuitivo!!!!!!,-2,-2,-2,-2,0,1,0,0,-1,0.333,0.333,1.0,0.667,3
3261,460776321837453312l,A última indicação da #BRAP4 resultou em -4.81 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
3262,460779085057097728l,"TEMPO REAL: Oi e Vale caem mais de 3%, Santos Brasil dispara com 'solução' dos acionistas: A... http://t.co/zF0WTRs5dD #infomoney #vale5",-2,-2,0,1,-2,-2,0,0,-1,0.0,0.667,0.0,0.667,3
3263,460782127572086786l,"GOLL4. Aposto todas as minhas fichas que GOLL4 fecha acima de 13,50 hoje.",1,0,0,0,1,0,0,0,0,1.0,0.667,1.0,1.0,3
3264,460782961156030464l,"INTRADAY PETR4: Suportes 15,50 e 15,77 e resistências 16,18 e 16,32 INTRADAY VALE5: Suportes 27,00 e 27,25 e resistências 27,90 e 28,30",1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
3265,460783018320220160l,"Venda coberta PETR4 (últ. fech.): PETRE13 (Tx. 0,00%, prot. 24,14%), PETRE14 (Tx. 0,61%, prot. 18,40%), PETRE44... http://t.co/Up5kxy5Wt7",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
3266,460783757025624064l,$ENBR3 - Energias Br (enbr-nm) - Reapresentacao Da Proposta Da Ago/e http://t.co/gBsA5NtlSy,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
3267,460784899197505536l,"#USIM5 está se segurando bem, zona muito boa de suporte. Se furar 9,07 o movimento pode começar a ganhar força.",1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
3268,460788178345926657l,Resultado corporativo de a #TRACTEBEL ( TBLE3 ) . Confira a nossa visão sobre os dados divulgados por a empresa . http://t.co/wifhNsopqt,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
3269,460788305580556288l,"Rastreamento ações-Gráfico diário-11h. Analise se romper:  BBTG11 30,58 GFSA3 3,53",0,0,0,0,1,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
3270,460789834362400769l,"Conforme analisado na sexta-feira, itub4 perde força. Estopado em 36,56 com quase 7% em 12 dias.",-2,-2,0,1,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
3271,460790037312196608l,"será que agora vai ? Força em a peruca minha querida !!! #PETR4 ! ,)",-2,-2,-2,-2,-2,-2,-1,-1,-1,0.333,0.333,0.333,0.667,3
3272,460790882330234882l,"Goll4 indicou compra pela Mm, já estamos com ganhos de 1,38 hoje. Este ativo merece atenção.",1,0,0,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
3273,460800556517556224l,Ativo c/ vol Financeiro Superior à sua MM21-12h: EURFUT GOLL4 RDNI3,-2,-2,-1,-1,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
3274,460807375470231553l,"GOLL4. 40 zerando posição vendida. Pelo sim pelo não, hora de colocar no bolso.",1,0,0,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
3275,460807478603960320l,GOLL4. 40 zerando posição comprada. Errei ao digitar.,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
3276,460814276203397120l,#AL #BR #IBOV #VALE5 Ações da Vale caem mais de 2% e puxam Bolsa para baixo. http://t.co/5hPkVvjv9G,0,1,0,1,0,0,-1,-1,-1,0.667,0.667,0.667,0.667,3
3277,460816612405567488l,Dica pra  Mega-Sena: o número do recibo da sua declaração de Imposto de renda tem 6 dígitos joga na Mega Sena #ibov #vale5 #petr4 #sorte,0,0,-1,-1,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
3278,460818314638671872l,#VALE5 #USIM5 #GGBR4 #CSNA3 Depois de uma forte correção estão ganhando força compradora principalmente em as ADR EUA .,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
3279,460822463249932288l,@stancatiTrader @MWpatterns a unica certeza que a VALE5 cai o resto ta foda mesmo,-2,-2,0,1,0,0,-2,-2,-1,0.333,0.667,0.667,0.333,3
3280,460825538517794816l,$DASA3 - Dasa (dasa-nm)- Deliberacoes Da Ago / Distribuicao De Dividendo http://t.co/9eQGNWhrwd,0,0,-2,-2,-1,-1,-2,-2,-1,0.667,0.333,0.667,0.333,3
3281,460830488996114432l,"Rastreamento ações-Gráfico diário-14h. Analise se romper:  ARTR3 18,98 BBAS3 23,35 BBTG11 30,68 BOVA11 50,13 CMIG4 16,23 ELET3 7,77",0,0,0,0,-2,-2,0,0,-1,1.0,1.0,0.0,1.0,3
3282,460830546718117888l,"Rastreamento ações-Gráfico diário-14h. Analise se romper:  GFSA3 3,57 MPLU3 28,72  PCAR4 105,60",-2,-2,0,0,0,0,0,0,-1,0.0,1.0,0.667,1.0,3
3283,460830577286209536l,Ativo c/ vol Financeiro Superior à sua MM21-14h: BTOW3 EURFUT GOLL4 LPSB3 RDNI3,-2,-2,0,0,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
3284,460832924657790976l,hahahahaha ibovespa e #PETR4  #PETR3  nao se ligarm para a investigacao da Petrobras no Chile. O tribunal mandou voltar a investigacao,-2,-2,1,0,0,1,0,0,-1,0.333,0.667,0.667,0.667,3
3285,460833163959619584l,RT @Ary_AntiPT: hahahahaha ibovespa e #PETR4  #PETR3  nao se ligarm para a investigacao da Petrobras no Chile. O tribunal mandou voltar a i…,0,1,1,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
3286,460842012531757056l,@RoamerON o JCP da PETR4 normalmente vem em 4x ... fizeram de uma vez só. Motivo ? ... 'nem ideia' =/,0,0,-2,-2,0,1,0,0,-1,1.0,0.0,1.0,1.0,3
3287,460855444723236864l,#suzb5 ta em queda brava. Não sei se é algum problema da empresa ou especulação msm. Ficar de olho para tentar pescar uma virada,0,1,0,0,1,0,0,1,0,0.667,0.667,0.667,0.667,3
3288,460855833405190144l,"#goau4 cruzou média móvel para subir, mas como andou de lado nos últimos dias, vou aguardar para formar posição. Pouco volume de movimento.",0,0,-2,-2,-2,-2,-2,-2,-1,0.667,0.0,0.333,0.0,3
3289,460856396641472512l,"Conforme avaliado, #itub4 estopou e ta andando de lado. Continuaremos de olho. #abev3 ta estranho, se romper suporte, vou vazar.",0,0,0,0,1,0,0,0,0,0.667,0.667,1.0,0.667,3
3290,460856767120154624l,"#cemig4 ta interessante. Recuperou a perda e mm já recomendou entrada. #goll4 perde força e tem suporte a 13,15.",1,0,-2,-2,0,1,0,0,-1,0.667,0.333,0.667,1.0,3
3291,460857889209745410l,"@Live_Trade Marcos, o que você acha de compra na petr4 para posição?",-2,-2,0,0,0,0,0,0,-1,0.0,0.667,0.667,0.667,3
3292,460858538311839744l,Comprei um poquini MRVE3 stop 2 cents abaixo min de hj,1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
3293,460859617971814400l,"4 dias de baixa em CIEL3, que beleza....",0,1,0,1,1,0,0,1,0,1.0,0.667,0.667,0.667,3
3294,460862182520274945l,"Rastreamento ações-Gráfico diário-16h. Analise se romper:  ARTR3 18,98 BBAS3 23,35 BBTG11 30,68 BISA3 1,45  BOVA11 50,13 CMIG4 16,23",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
3295,460862301898539009l,"Rastreamento ações-Gráfico diário-16h. Analise se romper: DIRR3 10,59 ELET3 7,77 ENBR3 10,66  GFSA3 3,57 HYPE3 16,32 LREN3 63,03 MPLU3 28,72",-2,-2,0,0,0,0,0,0,-1,0.333,1.0,0.667,0.667,3
3296,460862366780231681l,"Rastreamento ações-Gráfico diário-16h. Analise se romper:  PCAR4 105,60 PETR4 16,54",0,0,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
3297,460862401802694656l,Ativo c/ vol Financeiro Superior à sua MM21-16h: AUTM3 BTOW3 ELPL4 ENBR3 EURFUT GFSA3 GOLL4 HRTP3 LPSB3 MGLU3 RDNI3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
3298,460864625333248000l,CYRE3 preco muito atraente...se nao fosse a LTB do diario...acumulando... uma hora vai andar,1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
3299,460867123427147776l,a parte mais 'divertida' da arrancada de hoje da #PETR4 é o volume ... Normalmente quando tinha arrancadão o volume era gigante ...,0,1,-2,-2,0,1,-1,-1,-1,0.667,0.333,0.667,0.667,3
3300,460873737269952512l,"VALE5 RT @Marceloinacios @stancatiTrader a bicha ta perdida em todos os tempos...esse 26,74 é região de importante suporte...",0,1,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
3301,460875085273137152l,"@garimpodeacoes Alta da PETR4 é 'Sem Fundamento', mas, c/ muita esperança. KKKK",-2,-2,1,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
3302,460878557749977088l,"Estatais hoje: Banco do Brasil ganhou 0,55% depois de cair o dia todo...Petr3, +3,50%, Petr4, +3,50%. Elet3, +0,52% e Elet6, +0,82%",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
3303,460880613852336128l,PETR4 gostade Lula e da oposição. PETR4 odeia Dilma... vai entender!,0,1,0,0,-2,-2,1,0,-1,0.667,0.667,0.0,0.667,3
3304,460885750582493184l,"Vale Pn (VALE5), Gráfico Diário. Estudo e linhas d... http://t.co/my4WBCDPRV",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
3305,460886268013187072l,O que importa é que a ALLL3 ainda está subindo.,1,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
3306,460887441570668544l,"BRF, Vale, Gerdau e outras 7 ações recomendadas para esta semana: A Socopa indicou compra de... http://t.co/82c0QTrJnV #infomoney #vale5",1,0,1,0,-2,-2,0,0,-1,1.0,0.667,0.0,1.0,3
3307,460887445442027520l,"As 3 notícias que fizeram a Vale cair mais de 2,5% na Bolsa: Com notícias que vão desde Guin... http://t.co/armt9KOQ2f #infomoney #vale5",0,0,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
3308,460887540463980545l,"Petrobrás Pn (PETR4), Gráfico Diário. Estudo técni... http://t.co/5HHwxBvF6W",0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
3309,460888883191115776l,"28/04 O Ibovespa fechou estável , a os 51.395 pts . Destaques : GOLL4 + 4,04 % e OIBR4 - 5,98 % . http://t.co/j9yUOf2ipY",0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
3310,460899883462180865l,"Vale5 - Diário ::: Linha de Tendência de baixa, zona de sobre-venda! http://t.co/m5dEkcVXf3",-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
3311,460900042556321792l,Petr4 - Diário ::: Médias móveis dando sustentação ao preço e viés altista. http://t.co/kf8NFYpuX3,1,0,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
3312,460904169139109888l,"A LIGHT S.A. fechou o dia de hoje ao preço de R$ 17,40 (+1,16%) com volume de R$ 11,33 mm. $LIGT3",1,0,1,0,0,1,0,0,0,1.0,0.667,1.0,1.0,3
3313,460923439310962688l,$GOLL4 - GOL - Comunicado ao Mercado http://t.co/pyPuYID3JS,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
3314,460924197477552128l,$GOLL4 - GOL Arquiva Formulário 20-F de 2013 na SEC http://t.co/rLgwcouE7D,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.0,3
3315,460925568934891520l,"Petrobras ganha R$ 7 bi com 'efeito Lula', e Vale perde R$ 4 bi com Guiné e China: Em pontas... http://t.co/oCvb1vn2F2 #infomoney #vale5",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
3316,460927671674089472l,@marcosloro @stanleyburburin eu sou e estou comprador da @petrobras principalmente PETR4,1,0,0,0,0,0,0,0,0,0.667,0.667,1.0,1.0,3
3317,460933625907650560l,#GGBR4 apresentando divergência de alta. Aguardando sinais mais claros de reversão para alta. http://t.co/3GLBoEdZbb,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
